Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,,,,335,9636,14962,9891,15974,21469,9518
,,,,,,,,336,9755,15165,9641,16008,20783,9431
,,,,,,,,337,9597,14934,9276,15509,19954,9207
,,,,,,,,338,9090,14145,9043,15191,19362,9308
,,,,,,,,339,8897,13845,9019,15190,19284,9289
,,,,,,,,340,8824,13734,9044,15265,19396,9281
,,,,,,,,341,8829,13742,9156,15610,19690,9363
,,,,,,,,342,9082,14136,9559,16230,20556,9566
,,,,,,,,343,9580,14918,10015,16592,21916,9646
,,,,,,,,344,9774,15210,10405,16794,23005,9920
,,,,,,,,345,10355,16118,10790,17090,24277,10238
,,,,,,,,346,10887,16944,10999,17332,25109,10485
,,,,,,,,347,11191,17421,11072,17422,25502,10671
,,,,,,,,348,11251,17508,11204,17530,25461,10991
,,,,,,,,349,11433,17793,11270,17580,25566,11026
,,,,,,,,350,11392,17728,11197,17461,25351,11219
,,,,,,,,351,11185,17400,11225,17363,25198,11310
,,,,,,,,352,10828,16845,11335,17264,25293,11475
,,,,,,,,353,10440,16237,11749,18086,26249,12012
,,,,,,,,354,11373,17694,12146,18982,27386,12431
,,,,,,,,355,11337,17625,12252,19148,27830,12084
,,,,,,,,356,11351,17652,11916,18392,27204,11739
,,,,,,,,357,11053,17183,11391,17543,26081,11200
,,,,,,,,358,9637,14966,10742,16487,24357,9819
,,,,,,,,359,8176,12685,10156,15665,22753,9694
,,,,,,,,360,8793,13672,9791,14959,21548,9435
,,,,,,,,361,9267,14459,9397,14647,20674,9354
,,,,,,,,362,8934,13946,9333,14503,20424,9539
,,,,,,,,363,8799,13741,9377,14552,20485,9675
,,,,,,,,364,8864,13843,9570,14836,20975,9784
,,,,,,,,365,9142,14278,9980,15587,21966,10171
,,,,,,,,366,9846,15377,10786,16475,23775,10759
,,,,,,,,367,11033,17239,11639,17341,26074,11165
,,,,,,,,368,11813,18447,12185,17756,27654,11344
,,,,,,,,369,12375,19316,12301,18086,28179,11363
,,,,,,,,370,12664,19753,12319,18082,28272,11561
,,,,,,,,371,12948,20196,12369,18001,28497,11661
,,,,,,,,372,12948,20185,12333,17903,28239,11747
,,,,,,,,373,12881,20078,12295,17811,28017,11852
,,,,,,,,374,12764,19893,12219,17639,27645,12201
,,,,,,,,375,12392,19310,12271,17413,27672,12624
,,,,,,,,376,11145,17356,12591,17210,28301,13323
,,,,,,,,377,11020,17165,13180,18499,30051,14577
,,,,,,,,378,12856,20042,13827,19837,31962,13806
,,,,,,,,379,12816,19975,13166,18805,30379,12847
,,,,,,,,380,11713,18249,12339,17661,28189,12076
,,,,,,,,381,11035,17196,11616,16488,26674,11713
,,,,,,,,382,8621,13420,10725,15136,24649,10540
,,,,,,,,383,7710,12004,10129,14357,22858,10368
,,,,,,,,384,8939,13937,10069,14956,21784,10098
,,,,,,,,385,9959,15544,9875,15283,20864,10074
,,,,,,,,386,9633,15040,9785,15219,20504,10278
,,,,,,,,387,9463,14780,9821,15375,20465,10329
,,,,,,,,388,9536,14896,9981,15894,20789,10491
,,,,,,,,389,9871,15418,10431,17099,21750,11014
,,,,,,,,390,10822,16904,11440,18737,23826,11848
,,,,,,,,391,12439,19446,12553,19570,26703,12237
,,,,,,,,392,13256,20712,12853,19154,28264,12331
,,,,,,,,393,13321,20801,12689,18591,28204,12151
,,,,,,,,394,13141,20503,12554,18131,27871,12071
,,,,,,,,395,13123,20475,12438,17889,27690,11981
,,,,,,,,396,12985,20249,12370,17819,27396,11983
,,,,,,,,397,12856,20044,12294,17634,27263,11984
,,,,,,,,398,12738,19857,12219,17426,26976,12197
,,,,,,,,399,12365,19271,12218,16938,26977,12408
,,,,,,,,400,10892,16964,12328,16624,27737,12799
,,,,,,,,401,10819,16854,12995,17993,29267,13741
,,,,,,,,402,12674,19762,13653,19429,31317,13384
,,,,,,,,403,12669,19748,12993,18556,29824,12365
,,,,,,,,404,11687,18214,12177,17529,27586,11840
,,,,,,,,405,10920,17023,11472,16342,26461,11177
,,,,,,,,406,8438,13136,10588,15012,24579,9989
,,,,,,,,407,7480,11643,9898,14420,22966,9947
,,,,,,,,408,8713,13584,9733,15224,21618,10127
,,,,,,,,409,9977,15571,9574,15537,20785,10119
,,,,,,,,410,9641,15053,9437,15514,20477,10225
,,,,,,,,411,9507,14849,9438,15734,20492,10221
,,,,,,,,412,9573,14953,9599,16360,20921,10336
,,,,,,,,413,9910,15481,10020,17665,21867,10804
,,,,,,,,414,10837,16929,10927,19521,23746,11506
,,,,,,,,415,12462,19482,11927,20306,26359,11934
,,,,,,,,416,13244,20692,12238,19675,27801,11980
,,,,,,,,417,13233,20659,12171,18805,28000,11941
,,,,,,,,418,13006,20286,12110,18219,27903,11817
,,,,,,,,419,13009,20289,12033,17838,28053,11816
,,,,,,,,420,12900,20108,12028,17624,27862,11898
,,,,,,,,421,12772,19906,12116,17425,27817,11792
,,,,,,,,422,12676,19752,12088,17233,27409,12069
,,,,,,,,423,12350,19241,12249,17057,27434,12320
,,,,,,,,424,11008,17138,12613,16527,28314,12837
,,,,,,,,425,10785,16795,13247,17934,29917,13646
,,,,,,,,426,12443,19394,13600,19607,31684,13090
,,,,,,,,427,12475,19442,12828,18703,29833,11984
,,,,,,,,428,11445,17833,11998,17535,27529,11431
,,,,,,,,429,10739,16737,11297,16299,26227,10699
,,,,,,,,430,8386,13050,10415,14922,24624,9859
,,,,,,,,431,7482,11641,9754,14349,22739,9739
,,,,,,,,432,8647,13475,9520,15260,21322,9492
,,,,,,,,433,9778,15254,9307,15623,20538,9383
,,,,,,,,434,9476,14788,9174,15543,20274,9430
,,,,,,,,435,9337,14578,9143,15684,20167,9460
,,,,,,,,436,9414,14700,9291,16248,20507,9593
,,,,,,,,437,9734,15200,9697,17451,21335,10034
,,,,,,,,438,10620,16585,10514,19200,23107,10731
,,,,,,,,439,12238,19126,11552,19993,25352,11023
,,,,,,,,440,13055,20389,11989,19426,26709,11065
,,,,,,,,441,13041,20351,11950,18649,26633,11032
,,,,,,,,442,12975,20230,11917,18063,26551,11089
,,,,,,,,443,13070,20377,11933,17751,26791,11162
,,,,,,,,444,13074,20372,11973,17563,26568,11298
,,,,,,,,445,13056,20341,11958,17424,26405,11222
,,,,,,,,446,13004,20258,11922,17221,26031,11366
,,,,,,,,447,12739,19843,12114,16970,25947,11750
,,,,,,,,448,11986,18664,12530,16775,26627,12279
,,,,,,,,449,11402,17755,13094,17928,28097,13169
,,,,,,,,450,13181,20546,13400,19277,29644,12398
,,,,,,,,451,12803,19952,12628,18353,27978,11205
,,,,,,,,452,11605,18080,11798,17311,25765,10622
,,,,,,,,453,11031,17192,11274,16082,24470,10008
,,,,,,,,454,9026,14053,10531,15001,23022,9452
,,,,,,,,455,8650,13470,9701,14296,21302,9235
,,,,,,,,456,8990,14008,9421,14782,20254,9088
,,,,,,,,457,9556,14904,9169,15073,19281,8984
,,,,,,,,458,9235,14410,9017,15038,18886,9063
,,,,,,,,459,9049,14125,8972,15181,18724,9104
,,,,,,,,460,9067,14156,9109,15798,18955,9197
,,,,,,,,461,9316,14545,9489,17084,19539,9670
,,,,,,,,462,10158,15861,10310,18843,21081,10489
,,,,,,,,463,11623,18161,11231,19700,23357,10931
,,,,,,,,464,12449,19440,11644,19329,24812,11052
,,,,,,,,465,12626,19701,11562,18723,24899,11009
,,,,,,,,466,12605,19648,11513,18137,24825,11093
,,,,,,,,467,12756,19882,11483,17710,25024,11164
,,,,,,,,468,12781,19912,11486,17488,24941,11212
,,,,,,,,469,12781,19910,11447,17400,25025,11152
,,,,,,,,470,12727,19823,11411,17181,24986,11123
,,,,,,,,471,12434,19367,11490,16895,25168,11388
,,,,,,,,472,11764,18318,11611,17092,26009,11507
,,,,,,,,473,12070,18805,12210,17512,27366,12246
,,,,,,,,474,13351,20815,12642,18840,28780,11812
,,,,,,,,475,12794,19944,11925,17804,27143,10848
,,,,,,,,476,11760,18331,11063,16750,24898,10521
,,,,,,,,477,11052,17230,10554,15750,23822,9805
,,,,,,,,478,9602,14960,9910,14794,22494,9603
,,,,,,,,479,9320,14520,9414,14300,20929,9247
,,,,,,,,480,9784,15250,9213,14812,19630,9401
,,,,,,,,481,9685,15072,9046,15032,18850,9144
,,,,,,,,482,9140,14227,8774,14821,18041,9185
,,,,,,,,483,8908,13867,8693,14781,17780,9182
,,,,,,,,484,8779,13668,8670,14962,17744,9047
,,,,,,,,485,8798,13700,8789,15436,18020,9280
,,,,,,,,486,9092,14161,9166,16237,18847,9519
,,,,,,,,487,9655,15049,9514,16704,20069,9642
,,,,,,,,488,9953,15496,10023,17130,21047,10019
,,,,,,,,489,10622,16532,10491,17529,22186,10488
,,,,,,,,490,11266,17530,10936,17820,23183,10857
,,,,,,,,491,11683,18181,11187,17828,23854,10925
,,,,,,,,492,11828,18400,11288,17907,23878,11119
,,,,,,,,493,11871,18470,11342,17749,23938,10989
,,,,,,,,494,11613,18067,11250,17417,23612,10953
,,,,,,,,495,11421,17766,11290,16876,23379,10949
,,,,,,,,496,10642,16549,11350,16279,23485,11357
,,,,,,,,497,9686,15052,11856,17651,24234,11896
,,,,,,,,498,10854,16880,12175,18522,25321,12359
,,,,,,,,499,11078,17220,12222,18243,25884,12232
,,,,,,,,500,11085,17233,11906,17568,25560,11738
,,,,,,,,501,10328,16046,11163,16313,24485,11163
,,,,,,,,502,7926,12280,10791,15409,23184,10471
,,,,,,,,503,7906,12254,10096,14653,21668,9918
,,,,,,,,504,8253,12813,9600,15198,20038,9370
,,,,,,,,505,9596,14940,9188,15052,19060,9071
,,,,,,,,506,9092,14159,8924,14823,18359,9230
,,,,,,,,507,8922,13897,8874,14902,18175,9189
,,,,,,,,508,8842,13775,8885,15046,18185,9138
,,,,,,,,509,8866,13815,9041,15505,18411,9269
,,,,,,,,510,9108,14192,9398,16193,19139,9456
,,,,,,,,511,9566,14914,9796,16768,20347,9589
,,,,,,,,512,9775,15228,10198,17129,21376,9990
,,,,,,,,513,10421,16234,10571,17326,22511,10557
,,,,,,,,514,11021,17166,10812,17501,23521,10840
,,,,,,,,515,11498,17912,11024,17591,24318,10962
,,,,,,,,516,11660,18154,11232,17693,24612,11276
,,,,,,,,517,11855,18458,11378,17693,24936,11184
,,,,,,,,518,11800,18366,11331,17555,24761,11488
,,,,,,,,519,11476,17856,11283,16926,24651,11419
,,,,,,,,520,11165,17371,11240,16408,24734,11680
,,,,,,,,521,11313,17605,11639,17134,25421,11969
,,,,,,,,522,11087,17248,12162,18664,26355,12563
,,,,,,,,523,11515,17906,12155,18916,26710,12357
,,,,,,,,524,11762,18296,12004,18676,26151,11824
,,,,,,,,525,11445,17795,11504,17583,25118,11152
,,,,,,,,526,9745,15133,10690,16303,23392,10304
,,,,,,,,527,8611,13371,9963,15275,21600,9817
,,,,,,,,528,9010,14019,9405,15374,19719,9309
,,,,,,,,529,9152,14283,8964,15387,18466,9248
,,,,,,,,530,8820,13771,8851,15364,18128,9467
,,,,,,,,531,8652,13513,8851,15568,18134,9497
,,,,,,,,532,8698,13587,9020,16174,18552,9704
,,,,,,,,533,9004,14066,9493,17469,19578,10076
,,,,,,,,534,9881,15434,10522,19422,21807,10921
,,,,,,,,535,11456,17909,11561,20195,24955,11315
,,,,,,,,536,12415,19396,11942,19748,26533,11324
,,,,,,,,537,12719,19855,11805,19196,26108,11260
,,,,,,,,538,12902,20120,11690,18730,25318,11279
,,,,,,,,539,13217,20608,11696,18400,24965,11334
,,,,,,,,540,13256,20659,11656,18335,24367,11394
,,,,,,,,541,13235,20622,11604,18203,23983,11290
,,,,,,,,542,13096,20401,11567,18029,23481,11483
,,,,,,,,543,13146,20481,11665,17893,23468,11753
,,,,,,,,544,13396,20874,12186,18420,24076,12114
,,,,,,,,545,14054,21913,13013,20066,25522,13104
,,,,,,,,546,14327,22344,13561,20817,27960,12873
,,,,,,,,547,13516,21072,12907,19585,27235,11578
,,,,,,,,548,11702,18233,12242,18450,25509,11084
,,,,,,,,549,10707,16684,11661,17503,24321,10330
,,,,,,,,550,10996,17142,10793,15833,21969,9632
,,,,,,,,551,8919,13893,9928,15136,20158,9487
,,,,,,,,552,8564,13343,9573,15231,19585,9439
,,,,,,,,553,9402,14664,9292,15178,19116,9308
,,,,,,,,554,9173,14314,9212,15129,18772,9417
,,,,,,,,555,8996,14044,9211,15209,18686,9540
,,,,,,,,556,9021,14085,9411,15766,19004,9667
,,,,,,,,557,9318,14549,9846,16985,19929,10163
,,,,,,,,558,10197,15922,10871,18888,22057,10989
,,,,,,,,559,11761,18376,11938,19643,25108,11427
,,,,,,,,560,12525,19560,12209,19222,26569,11533
,,,,,,,,561,12660,19755,12039,18662,26203,11673
,,,,,,,,562,12575,19604,11853,18209,25674,11737
,,,,,,,,563,12663,19738,11783,17960,25606,11877
,,,,,,,,564,12653,19713,11729,17822,25370,11982
,,,,,,,,565,12603,19633,11740,17793,25233,11919
,,,,,,,,566,12521,19504,11710,17743,25087,12172
,,,,,,,,567,12111,18862,11764,17750,25237,12431
,,,,,,,,568,11338,17653,11840,17528,26077,13231
,,,,,,,,569,10541,16410,12445,18406,27566,13767
,,,,,,,,570,12653,19720,13317,19811,29175,13096
,,,,,,,,571,12835,20006,12396,18907,27618,12150
,,,,,,,,572,11911,18562,11584,17811,25388,11599
,,,,,,,,573,11651,18164,10927,16715,24163,10385
,,,,,,,,574,9335,14539,10093,15182,22376,9633
,,,,,,,,575,7508,11680,9416,14378,20319,9328
,,,,,,,,576,8297,12922,9160,14845,18753,9519
,,,,,,,,577,9289,14478,8984,15206,17794,9486
,,,,,,,,578,9018,14058,8803,15107,17291,9535
,,,,,,,,579,8829,13769,8786,15262,17136,9654
,,,,,,,,580,8842,13792,8869,15798,17310,9779
,,,,,,,,581,9136,14251,9283,16987,18082,10256
,,,,,,,,582,9998,15597,10232,18855,20041,11041
,,,,,,,,583,11567,18057,11214,19606,23070,11432
,,,,,,,,584,12313,19213,11494,19142,24560,11383
,,,,,,,,585,12345,19251,11251,18502,24220,11294
,,,,,,,,586,12275,19123,11136,17774,23594,11238
,,,,,,,,587,12445,19385,11046,17628,23373,11224
,,,,,,,,588,12555,19554,10962,17635,23115,11135
,,,,,,,,589,12624,19662,10897,17604,22957,11175
,,,,,,,,590,12680,19747,10850,17462,22635,11378
,,,,,,,,591,12365,19256,10813,17117,22576,11539
,,,,,,,,592,10911,16978,11021,17023,23269,11707
,,,,,,,,593,10566,16445,11635,17988,24453,12600
,,,,,,,,594,11794,18374,12362,19275,26258,12280
,,,,,,,,595,12178,18974,11773,18509,25673,11300
,,,,,,,,596,11151,17371,11023,17316,23853,10922
,,,,,,,,597,9993,15565,10353,16040,22821,10195
,,,,,,,,598,7570,11771,9582,14600,21194,9431
,,,,,,,,599,6544,10168,9030,14041,19414,8936
,,,,,,,,600,7633,11877,8919,14651,18285,9155
,,,,,,,,601,9108,14190,8772,15117,17744,9077
,,,,,,,,602,8821,13745,8638,15057,17335,9205
,,,,,,,,603,8643,13471,8588,15224,17147,9323
,,,,,,,,604,8668,13510,8726,15834,17308,9452
,,,,,,,,605,8929,13919,9113,17085,18098,9892
,,,,,,,,606,9790,15261,10071,18951,20179,10690
,,,,,,,,607,11307,17640,11023,19689,23279,11022
,,,,,,,,608,12116,18897,11378,19206,24834,11040
,,,,,,,,609,12278,19138,11272,18508,24497,10993
,,,,,,,,610,12248,19077,11188,18013,23741,11002
,,,,,,,,611,12541,19533,11156,17729,23526,11073
,,,,,,,,612,12721,19813,11068,17578,22959,11147
,,,,,,,,613,12645,19695,11018,17487,22719,11087
,,,,,,,,614,12754,19863,11003,17332,22514,11266
,,,,,,,,615,12428,19354,11043,16789,22519,11447
,,,,,,,,616,10992,17105,11214,16404,22994,11718
,,,,,,,,617,11172,17397,11868,17493,24010,12574
,,,,,,,,618,12130,18901,12565,18923,26515,12417
,,,,,,,,619,11719,18258,11939,18151,26046,11337
,,,,,,,,620,10649,16588,11242,17029,24434,10857
,,,,,,,,621,9972,15534,10730,15825,23581,10345
,,,,,,,,622,7643,11887,10122,14537,21509,9855
,,,,,,,,623,6734,10465,9550,13984,19753,9460
,,,,,,,,624,7658,11916,9344,14561,19421,9397
,,,,,,,,625,9049,14098,9150,14885,19231,9260
,,,,,,,,626,8808,13724,9044,14808,18983,9345
,,,,,,,,627,8600,13403,9082,14922,19087,9430
,,,,,,,,628,8606,13411,9243,15512,19543,9571
,,,,,,,,629,8872,13826,9741,16679,20607,10087
,,,,,,,,630,9497,14802,10769,18478,22866,10927
,,,,,,,,631,10818,16875,11779,19195,26052,11408
,,,,,,,,632,11564,18037,12180,18814,27672,11618
,,,,,,,,633,11787,18375,12057,18315,27418,11757
,,,,,,,,634,11877,18502,11800,17888,26446,11835
,,,,,,,,635,12084,18824,11632,17712,25863,11854
,,,,,,,,636,12158,18937,11529,17648,24986,11971
,,,,,,,,637,12222,19037,11388,17448,24344,11819
,,,,,,,,638,12274,19117,11205,17259,23566,11877
,,,,,,,,639,12294,19151,11133,16801,23433,11836
,,,,,,,,640,12404,19325,11116,16666,23794,12017
,,,,,,,,641,11360,17697,11611,17569,24806,12914
,,,,,,,,642,12272,19131,12448,18747,27202,12683
,,,,,,,,643,11400,17764,11919,18032,26570,11601
,,,,,,,,644,10349,16123,11221,16855,25048,11180
,,,,,,,,645,9946,15500,10603,16078,24048,10879
,,,,,,,,646,7587,11804,9965,14935,23002,10034
,,,,,,,,647,6599,10257,9415,14603,21527,9461
,,,,,,,,648,7701,11981,9554,14660,20638,9943
,,,,,,,,649,9364,14557,9645,15082,20336,9774
,,,,,,,,650,8993,13978,9459,14810,19651,9897
,,,,,,,,651,8788,13656,9419,14808,19532,9936
,,,,,,,,652,8706,13529,9456,14961,19581,9938
,,,,,,,,653,8765,13623,9632,15495,19924,10105
,,,,,,,,654,9101,14147,10065,16411,20823,10395
,,,,,,,,655,9651,15016,10575,17034,22223,10476
,,,,,,,,656,9862,15336,10948,17291,23367,10897
,,,,,,,,657,10440,16233,11285,17411,24452,11373
,,,,,,,,658,10960,17041,11502,17548,25208,11612
,,,,,,,,659,11357,17665,11567,17543,25445,11660
,,,,,,,,660,11527,17929,11461,17448,24987,11643
,,,,,,,,661,11648,18120,11331,17329,24591,11374
,,,,,,,,662,11559,17981,11110,17151,23943,11348
,,,,,,,,663,10947,17021,10929,16549,23523,10887
,,,,,,,,664,9000,13973,10628,15724,23487,11003
,,,,,,,,665,8327,12923,10922,16349,24158,11218
,,,,,,,,666,9222,14326,11494,17609,25230,11886
,,,,,,,,667,10391,16144,11730,18002,25625,11815
,,,,,,,,668,10204,15855,11449,17396,24944,11343
,,,,,,,,669,9509,14763,10884,16449,23949,10710
,,,,,,,,670,7213,11164,10176,15678,22549,9730
,,,,,,,,671,6525,10088,9655,14709,21075,9616
,,,,,,,,672,7623,11820,9466,15001,19677,9568
